Empresa;Codi;Nom;Import;"Venciments Impagats";"Primer venciment impagat";Gestor;"Data última gestió";"Última gestió"
Traldisporta_Distribucions;3798;"CONSTRUCCIONS I TREBALLS PUBLICS LA COMA,S.L.                                                       ";51,84;1;30/11/2024;;;
Traldisporta_Distribucions;5767;"FARMACIA SANT ERMENGOL                                                                              ";22,63;1;30/11/2024;;;
Traldisporta_Distribucions;5785;"HOTEL HESPERIA ANDORRA LA VELLA (ALIAT)                                                             ";51,84;1;30/11/2024;;;
Traldisporta_Distribucions;128291;"CENTRE COMERCIAL EL NOU PUNT,S.L.U.-EPIZEN                                                          ";-45,78;2;25/02/2023;"Anna Maria Mateo    ";05/07/2023;"gestio de cobro"
Traldisporta_Distribucions;4066;"HOTEL PLAZA                                                                                         ";33,19;1;15/02/2025;"Anna Maria Mateo    ";02/04/2024;"gestio de cobro"
Traldisporta_Distribucions;285258;"TALLER BARRIO,S.L.-SERGIO RUBIO GARCIA                                                              ";206,35;3;30/01/2025;"Anna Maria Mateo    ";13/02/2025;"GESTIO DE COBRO"
Traldisporta_Distribucions;4363;"DB SCHENKER GIRONA                                                                                  ";144,17;3;26/03/2025;;;
Traldisporta_Distribucions;281695;"FRANCESC PEDRAZA BAGUR - ERAND ENERGIES RENOVABLES                                                  ";319,32;2;28/02/2025;"Anna Maria Mateo    ";03/03/2025;"sol.licitut dades bancaries"
Traldisporta_Distribucions;287559;"CUVO FOODS, S.L.                                                                                    ";28,32;1;28/02/2025;;;
Traldisporta_Distribucions;281862;"SURF ARINSAL                                                                                        ";1313,63;7;26/02/2025;"Didac Melsion       ";24/11/2023;"410 - GESTIONS DE COBRAMENT EXPEDICIO. IMPORT A COBRAR: 544.14"
Traldisporta_Distribucions;286584;"HIFE ANDORRA-AUTOCARS ANDORRA 2011, S.L.                                                            ";162,97;2;28/03/2025;;;
Traldisporta_Distribucions;182499;"TXT CENTRAL NETWORK SERVICIOS,S.L.                                                                  ";-911,17;2;29/02/2024;"Merce munoz         ";13/10/2023;"410 - DESPESES A COBRAR AL DESTINATARI. IMPORT A COBRAR: 101,12 EUR"
Traldisporta_Distribucions;100116;"MULTI SERVEIS INTEGRALS 01,S.L.                                                                     ";235,13;1;28/02/2025;"Anna Maria Mateo    ";19/08/2025;"GESTIO DE COBRO"
Traldisporta_Distribucions;125587;"PROLAB FOTO I+D,S.L.                                                                                ";179,32;4;28/02/2025;"Anna Maria Mateo    ";17/03/2025;"gestio de cobro retorn"
Traldisporta_Distribucions;280951;"CIMERA S.L. (CELLAB)                                                                                ";1211,27;2;14/04/2025;"Anna Maria Mateo    ";18/01/2024;"gestio de cobro"
Traldisporta_Distribucions;5817;"DB SCHENKER VIC / JOVITRANS                                                                         ";-23,19;2;26/05/2025;"Josep Pereiro       ";04/08/2025;"410 - DESPESES A COBRAR AL DESTINATARI. IMPORT A COBRAR: 192,58 EUR"
Traldisporta_Distribucions;286609;"MINISTERI D'AFERS EXTERIORS                                                                         ";463,59;1;31/05/2025;;;
Traldisporta_Distribucions;3863;"ENSISA                                                                                              ";-512,76;4;10/06/2025;"Anna Maria Mateo    ";12/11/2024;"GESTIO DE COBRO"
Traldisporta_Distribucions;4185;"FAMAGUSTA, S.L.                                                                                     ";78,91;6;08/05/2025;"Anna Maria Mateo    ";19/08/2025;"gestio de cobro"
Traldisporta_Distribucions;281507;"RESTAURANT MCDONALD'S ANDORRA LA VELLA                                                              ";21,18;1;25/05/2025;;;
Traldisporta_Distribucions;285658;"EDICOM S.A.                                                                                         ";114,33;1;30/04/2025;;;
Traldisporta_Distribucions;500794;"BESPOKE CLOSET - CARMEN LOPEZ                                                                       ";956,18;2;30/04/2025;"Anna Maria Mateo    ";08/05/2025;"gestio de cobro"
Traldisporta_Distribucions;130095;"AIR LIQUIDE HEALTCHCARE ESPAÑA,S.L.                                                                 ";904,89;1;31/03/2025;;;
Traldisporta_Distribucions;287271;"CLARINS SPAIN SA                                                                                    ";76,85;1;31/05/2025;"Anna Maria Mateo    ";11/07/2025;"GESTIO DE COBRO"
Traldisporta_Distribucions;4107;"VALIRA SEGURETAT,S.L.                                                                               ";70,84;1;09/04/2025;"Anna Maria Mateo    ";19/08/2025;"GESTIO DE COBRO"
Traldisporta_Distribucions;183666;"EDITORIAL PLANETA ANDORRA,S.L.U.                                                                    ";35,66;1;25/06/2025;"Anna Maria Mateo    ";29/05/2024;"gestio de cobro"
Traldisporta_Distribucions;4016;"CAVIDSA - LOG. I G. CAVES ANDORRANES I VIDAL, S.A.                                                  ";7,67;1;30/04/2025;;;
Traldisporta_Distribucions;100353;"MINISTERI ORDENAMENT TERRITORIAL (BOMBERS)                                                          ";11,19;1;30/06/2025;;;
Traldisporta_Distribucions;286597;"ICL UNILOG                                                                                          ";1950,25;5;30/04/2025;;;
Traldisporta_Distribucions;287327;"FUSCO,ANTONIO                                                                                       ";1031,40;4;30/04/2025;;;
Traldisporta_Distribucions;283455;"OTSO                                                                                                ";1543,94;1;21/06/2025;"Carles Porta Miró   ";21/01/2022;"GESTIONS COBRO"
Traldisporta_Distribucions;4072;"TREPOSA                                                                                             ";46,44;3;14/06/2025;"Anna Maria Mateo    ";19/08/2025;"GESTIO DE COBRO"
Traldisporta_Distribucions;5773;"CAVES MANACOR                                                                                       ";57,62;1;31/05/2025;"Anna Maria Mateo    ";19/08/2025;"GESTIO DE COBRO"
Traldisporta_Distribucions;130039;"OTSO THINK SPORT SL                                                                                 ";471,71;1;30/06/2025;;;
Traldisporta_Distribucions;189236;"TRAYCCO - APUNTO MARKETING EN EL PUNTO DE VENTA SL                                                  ";75,00;1;30/06/2025;;;
Traldisporta_Distribucions;282937;"HAIR CARE INSTITUTE SLU                                                                             ";2488,85;2;31/05/2025;"Anna Maria Mateo    ";19/09/2025;"Bona tarda,esta tancat el transit d'aquesta exp.?gràcies."
Traldisporta_Distribucions;284101;"UVL INFORMATICA                                                                                     ";247,28;4;31/05/2025;"Anna Maria Mateo    ";19/06/2025;"GESTIO DE COBRO"
Traldisporta_Distribucions;286103;"NUTRIM, S.L.                                                                                        ";5,77;1;20/06/2025;"Anna Maria Mateo    ";27/11/2024;"gestio de cobro"
Traldisporta_Distribucions;3955;"CCA                                                                                                 ";720,49;4;31/07/2025;"Anna Maria Mateo    ";18/09/2025;"gestio de cobro"
Traldisporta_Distribucions;128386;"EXPOVECTOR, S.L.U                                                                                   ";34,38;1;31/05/2025;"Anna Maria Mateo    ";04/06/2025;PAGO
Traldisporta_Distribucions;183729;"SHISEIDO SPAIN SA                                                                                   ";497,57;2;30/06/2025;;;
Traldisporta_Distribucions;285591;"SERRALLERIA PARDO                                                                                   ";34,37;2;21/08/2025;"Anna Maria Mateo    ";21/08/2025;"gestio de cobro"
Traldisporta_Distribucions;126744;"PORCELANOSA SA                                                                                      ";45,71;1;30/06/2025;;;
Traldisporta_Distribucions;286366;"MARC MITJANA-PRISMA TOPOGRAFIA                                                                      ";35,04;1;30/06/2025;;;
Traldisporta_Distribucions;287714;"UTE ANDORRA II ACCIONA AGUA ECOTECNIC                                                               ";145,42;1;30/07/2025;;;
Traldisporta_Distribucions;3387;"PASSERA DISTRIBUCIO,S.L.                                                                            ";11,19;1;30/07/2025;"Anna Maria Mateo    ";20/11/2024;"GESTIO DE COBROS"
Traldisporta_Distribucions;287462;"SERCOTEL ANDORRA, SL                                                                                ";112,41;1;15/07/2025;;;
Traldisporta_Distribucions;280779;"MENJAR DE VERITAT,S.L.U. (VERITAS)                                                                  ";188,94;1;30/07/2025;;;
Traldisporta_Distribucions;283919;"EL CEDRE DISTRIBUCIONS, SLU                                                                         ";7,90;3;10/08/2025;"Anna Maria Mateo    ";28/10/2024;"gestio de cobro"
Traldisporta_Distribucions;284156;"MENTA FACILITY,S.L.                                                                                 ";82,74;2;15/08/2025;"Anna Maria Mateo    ";15/03/2023;"gestio de cobro"
Traldisporta_Distribucions;280776;"NECTARVI   /   ELS AMICS DEL VI,S.L.                                                                ";13,53;1;30/07/2025;;;
Traldisporta_Distribucions;283825;"ESPORTS LA CAPA-DRR24SL                                                                             ";365,86;2;18/10/2023;"Anna Maria Mateo    ";22/07/2024;"GESTIO DE COBRO"
Traldisporta_Distribucions;3960;"FUNDACIO RESIDENCIA CLARA RABASSA                                                                   ";67,63;2;31/07/2025;"Joana Zamora        ";07/08/2025;"Retorn rebut"
Traldisporta_Distribucions;6123;"FUSTERIA EBENISTERIA ART SANTA COLOMA S.L.                                                          ";260,88;3;16/05/2025;"Anna Maria Mateo    ";04/04/2025;"GESTIO DE COBRO"
Traldisporta_Distribucions;100340;"GOVERN D'ANDORRA                                                                                    ";14,62;1;31/07/2025;"tpadmin1            ";05/01/2024;"TRANSFE REBUDA"
Traldisporta_Distribucions;283312;"DB SCHENKER MADRID                                                                                  ";446,14;4;18/06/2025;;;
Traldisporta_Distribucions;284895;"ARTDECO,S.L.U.                                                                                      ";19,12;1;31/07/2025;"Anna Maria Mateo    ";21/01/2022;"gestio de cobro"
Traldisporta_Distribucions;283514;"FRAN REPELIN                                                                                        ";43,89;2;08/10/2024;;;
Traldisporta_Distribucions;287639;"LUZLU NAILS                                                                                         ";120,78;2;31/07/2025;"Joana Zamora        ";07/08/2025;"Retorn rebut"
Traldisporta_Distribucions;282160;"D-PACKET - DULCET                                                                                   ";11,68;1;31/07/2025;;;
Traldisporta_Distribucions;284176;"NUX IBERIA LOGISTICS, S.L.                                                                          ";416,28;1;18/03/2024;"Anna Maria Mateo    ";06/11/2024;"gestio de cobro"
Traldisporta_Distribucions;286950;"GONZALO J. SANFIZ SANCHO                                                                            ";239,50;1;10/04/2024;"Anna Maria Mateo    ";06/11/2024;"GESTIO DE COBRO"
Traldisporta_Distribucions;281081;"MERITXELL AMADOR I CHANTAL TESI,S.L. (LITTLE BLACK                                                  ";125,34;1;24/07/2024;"Carles Porta Miró   ";25/01/2024;"GESTIONS COBRO"
Traldisporta_Distribucions;100800;"CBL ZF                                                                                              ";-1299,89;2;05/07/2025;"Paula Alvariza      ";25/08/2025;"410 - DESPESES A COBRAR AL DESTINATARI. IMPORT A COBRAR: 108,16 EUR"
Traldisporta_Distribucions;285813;"FREDIMAQ                                                                                            ";57,32;1;16/09/2024;"Anna Maria Mateo    ";04/04/2024;"GESTIO DE COBRO"
Traldisporta_Distribucions;1333;"QUARS MEGASTORE-JAMO                                                                                ";32,92;2;30/01/2025;"Anna Maria Mateo    ";19/08/2025;"GESTIO DE COBRO"
Traldisporta_Distribucions;283994;"GSI SEGURETAT SLU                                                                                   ";63,73;2;09/05/2025;"Anna Maria Mateo    ";10/12/2024;"GESTIO DE COBRO"
Traldisporta_Distribucions;286573;"HOTEL SOLDEU MAISTRE                                                                                ";67,84;1;08/01/2025;;;
Traldisporta_Distribucions;5117;"APARTHOTEL SHUSSKI                                                                                  ";88,37;1;21/03/2025;"Anna Maria Mateo    ";19/08/2025;"gestio de cobro"
Traldisporta_Distribucions;188528;"IMPEX IBERICA DEL AUTOMOVIL SA                                                                      ";-111,95;2;25/03/2025;;;
Traldisporta_Distribucions;4011;"MENTA SEGURETAT,S.A.U.                                                                              ";-31,73;3;30/03/2025;"Anna Maria Mateo    ";22/08/2025;"gestio de cobro"
Traldisporta_Distribucions;1376;"RAMONEDA / NUEVA AGECO                                                                              ";43,83;1;06/05/2025;"Paula Alvariza      ";21/08/2025;"410 - DESPESES A COBRAR AL DESTINATARI. IMPORT A COBRAR: 2973,52 EUR"
Traldisporta_Distribucions;286466;"MECAPLUS, S.L.                                                                                      ";443,41;2;19/04/2025;;;
Traldisporta_Distribucions;285984;"COPSA-URCOSA, U.T.E. TORRE ZENIT                                                                    ";114,95;1;25/03/2025;;;
Traldisporta_Distribucions;286611;"LLORENS MAJORAL, GUADALUPE                                                                          ";21,85;1;10/04/2025;;;
Traldisporta_Distribucions;431;"ELECTRODOMESTICS TAURUS,S.L.                                                                        ";632,89;1;10/08/2025;"Anna Maria Mateo    ";09/05/2025;"bON DIA, SISPLAU PODEU NMIRAR AQUESTA EXPEDICIÓ, JA QUE HEU FICAT A LA MATEIXA EXPE.DE DOS PROVEIDORS"
Traldisporta_Distribucions;286468;"HESPERIA (FENIX)                                                                                    ";651,55;2;14/07/2025;;;
Traldisporta_Distribucions;2527;"SALVAT LOGISTICA                                                                                    ";645,00;1;25/07/2025;"Didac Melsion       ";20/05/2025;"410 - DESPESES A COBRAR AL DESTINATARI. IMPORT A COBRAR: 29434,93 EUR"
Traldisporta_Distribucions;283854;"INTERMERCAT HIPER PRIX                                                                              ";90,70;3;10/06/2025;;;
Traldisporta_Distribucions;281679;"SAME S.L.                                                                                           ";78,38;1;20/07/2025;"Anna Maria Mateo    ";17/09/2025;"GESTIO DE COBRO"
Traldisporta_Distribucions;187754;"HEADBRANDS BEAUTY LUXURY GOLD,S.L.                                                                  ";1093,61;2;18/06/2025;"Josep Pereiro       ";09/04/2025;"410 - DESPESES A COBRAR AL DESTINATARI. IMPORT A COBRAR: 2231,61 EUR"
Traldisporta_Distribucions;285991;"COMPLEX ESPORTIU SOCIOCULTURAL                                                                      ";27,75;1;25/06/2025;;;
Traldisporta_Distribucions;282782;"MOTOR BOX ANDORRA - TM RACING ANDORRA ERMOT                                                         ";62,01;1;25/07/2025;"Anna Maria Mateo    ";24/02/2025;"GESTIO DE COBRO"
Traldisporta_Distribucions;500774;"INACCES, S.L.                                                                                       ";53,21;1;21/08/2025;"Anna Maria Mateo    ";05/09/2025;"gestio de cobro"
Traldisporta_Distribucions;5078;"PIC NEGRE,S.A.                                                                                      ";11,19;1;08/08/2025;"Anna Maria Mateo    ";23/11/2022;"GESTIO DE COBRO"
Traldisporta_Distribucions;286561;"PALADIUM                                                                                            ";49,02;1;30/07/2025;;;
Traldisporta_Distribucions;284793;"MORABANC GRUP                                                                                       ";14,62;2;21/08/2025;"Anna Maria Mateo    ";09/09/2025;"gestio de cobro"
